id,extra_features_lst,extra_features_count,abs,airbags,airconditioning,alarm,alloywheels,am/fmradio,analogeaircondition,anti-theftsystem,aux,backpowerwindows,bluetooth,cassetteradio,cdchanger,cdplayer,centrallock,closingmirrors,cruisecontrol,driverairbag,dvdplayer,ebd,electricchairs,electricmirrors,electronicwindow,eps,esp,fabricbrushes,foglight,foglights,frontpowerwindows,frontsensors,gps,intelligentparkingsystem,keyless,leatherseats,multifunction,navigationsystem,off-roadtyres,passengerairbag,powerlocks,powermirrors,powerseats,powersteering,powerwindows,premiumwheels/rims,rearcamera,rearspoiler,rearviewcamera,roofrack,sensors,sideairbag,startengine,steptronic,sunroof,tintedglass,touchactivateddoorlock,touchscreen,tractioncontrol,usb
4661,['leatherseats'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4664,"['abs' 'airconditioning' 'airbags' 'alarm' 'am/fmradio' 'aux' 'bluetooth'
 'foglights' 'powerlocks' 'powermirrors' 'powersteering' 'powerwindows'
 'rearviewcamera' 'touchscreen' 'usb']",15,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
4666,"['abs' 'airconditioning' 'airbags' 'alarm' 'am/fmradio' 'aux' 'bluetooth'
 'foglights' 'keyless' 'sensors' 'powerlocks' 'powermirrors'
 'powersteering' 'powerwindows' 'premiumwheels/rims' 'rearviewcamera'
 'touchscreen' 'usb']",18,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
4667,"['abs' 'airconditioning' 'airbags' 'alarm' 'am/fmradio' 'bluetooth'
 'cruisecontrol' 'foglights' 'keyless' 'leatherseats' 'navigationsystem'
 'sensors' 'powermirrors' 'powersteering' 'powerwindows'
 'premiumwheels/rims' 'usb']",17,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4668,"['abs' 'airconditioning' 'alarm' 'am/fmradio' 'bluetooth' 'foglights'
 'keyless' 'powermirrors' 'powerwindows']",9,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4669,"['abs' 'airconditioning' 'airbags' 'alarm' 'am/fmradio' 'aux' 'bluetooth'
 'cruisecontrol' 'ebd' 'foglights' 'keyless' 'leatherseats'
 'navigationsystem' 'off-roadtyres' 'sensors' 'powerlocks' 'powermirrors'
 'powerseats' 'powersteering' 'powerwindows' 'premiumwheels/rims'
 'rearviewcamera' 'roofrack' 'sunroof' 'touchscreen' 'usb']",26,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1
4670,"['electricmirrors' 'closingmirrors' 'airconditioning' 'leatherseats'
 'keyless' 'powersteering' 'frontpowerwindows' 'backpowerwindows'
 'tintedglass' 'aux' 'bluetooth' 'multifunction' 'anti-theftsystem' 'abs'
 'sensors' 'driverairbag' 'ebd' 'passengerairbag' 'alloywheels'
 'rearcamera' 'foglight' 'alarm' 'centrallock' 'rearspoiler']",24,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
4671,"['sunroof' 'keyless' 'intelligentparkingsystem' 'electricmirrors'
 'leatherseats' 'airconditioning' 'frontpowerwindows' 'backpowerwindows'
 'tintedglass' 'driverairbag' 'abs' 'cruisecontrol' 'rearspoiler'
 'foglight' 'rearcamera']",15,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
4672,"['keyless' 'leatherseats' 'airconditioning' 'frontpowerwindows'
 'backpowerwindows' 'aux' 'bluetooth' 'abs' 'ebd' 'sensors' 'alloywheels'
 'alarm']",12,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4673,"['fabricbrushes' 'airconditioning' 'electricmirrors' 'frontpowerwindows'
 'backpowerwindows' 'tintedglass' 'aux' 'cassetteradio' 'cdchanger'
 'multifunction' 'abs' 'driverairbag' 'passengerairbag' 'sideairbag'
 'centrallock' 'rearspoiler' 'alloywheels']",17,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
4674,"['keyless' 'touchscreen' 'electricmirrors' 'airconditioning'
 'powersteering' 'frontpowerwindows' 'backpowerwindows' 'tintedglass'
 'multifunction' 'aux' 'driverairbag' 'ebd' 'passengerairbag' 'abs'
 'anti-theftsystem' 'alarm' 'rearcamera' 'centrallock' 'alloywheels'
 'rearspoiler' 'foglight']",21,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
4675,"['electricmirrors' 'electricchairs' 'airconditioning' 'closingmirrors'
 'keyless' 'fabricbrushes' 'sunroof' 'powersteering' 'backpowerwindows'
 'frontpowerwindows' 'usb' 'bluetooth' 'dvdplayer' 'aux' 'abs'
 'anti-theftsystem' 'driverairbag' 'passengerairbag' 'ebd' 'powerseats'
 'rearcamera' 'cruisecontrol' 'alarm' 'centrallock' 'alloywheels'
 'rearspoiler']",26,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
4676,"['airconditioning' 'keyless' 'powersteering' 'electricmirrors'
 'leatherseats' 'frontpowerwindows' 'backpowerwindows' 'cassetteradio'
 'cdchanger' 'cdplayer' 'aux' 'usb' 'driverairbag' 'foglight' 'alarm'
 'centrallock' 'alloywheels']",17,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4677,"['airconditioning' 'leatherseats' 'keyless' 'powersteering' 'touchscreen'
 'electricmirrors' 'tintedglass' 'frontpowerwindows' 'backpowerwindows'
 'cdplayer' 'multifunction' 'aux' 'anti-theftsystem' 'driverairbag'
 'passengerairbag' 'ebd' 'abs' 'centrallock' 'rearspoiler' 'foglight'
 'alarm' 'alloywheels' 'rearcamera']",23,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
4678,"['airconditioning' 'keyless' 'electricmirrors' 'powersteering'
 'backpowerwindows' 'frontpowerwindows' 'cdplayer' 'aux' 'ebd'
 'driverairbag' 'passengerairbag' 'abs' 'alloywheels']",13,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4679,"['touchscreen' 'powersteering' 'electricmirrors' 'closingmirrors'
 'airconditioning' 'leatherseats' 'keyless' 'frontpowerwindows'
 'backpowerwindows' 'tintedglass' 'aux' 'bluetooth' 'multifunction'
 'driverairbag' 'ebd' 'passengerairbag' 'anti-theftsystem' 'abs' 'sensors'
 'foglight' 'alarm' 'centrallock' 'rearspoiler' 'alloywheels' 'rearcamera'
 'startengine']",26,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0
4680,"['electricmirrors' 'closingmirrors' 'airconditioning' 'leatherseats'
 'keyless' 'powersteering' 'frontpowerwindows' 'backpowerwindows'
 'tintedglass' 'aux' 'bluetooth' 'multifunction' 'anti-theftsystem' 'abs'
 'sensors' 'driverairbag' 'ebd' 'passengerairbag' 'alloywheels'
 'rearcamera' 'foglight' 'alarm' 'centrallock' 'rearspoiler']",24,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
4681,"['airconditioning' 'electricmirrors' 'keyless' 'leatherseats'
 'intelligentparkingsystem' 'powersteering' 'backpowerwindows'
 'tintedglass' 'frontpowerwindows' 'multifunction' 'usb' 'cassetteradio'
 'cdplayer' 'aux' 'ebd' 'driverairbag' 'passengerairbag'
 'anti-theftsystem' 'abs' 'centrallock' 'foglight' 'rearspoiler'
 'alloywheels' 'alarm']",24,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
4683,"['powersteering' 'airconditioning' 'keyless' 'electricmirrors'
 'intelligentparkingsystem' 'closingmirrors' 'leatherseats'
 'backpowerwindows' 'tintedglass' 'frontpowerwindows' 'multifunction'
 'aux' 'cassetteradio' 'usb' 'cdchanger' 'bluetooth' 'cdplayer' 'abs'
 'sensors' 'ebd' 'driverairbag' 'passengerairbag' 'anti-theftsystem' 'eps'
 'foglight' 'alarm' 'startengine' 'centrallock' 'rearspoiler'
 'alloywheels']",30,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
4684,"['leatherseats' 'powersteering' 'airconditioning' 'electricmirrors'
 'keyless' 'closingmirrors' 'frontpowerwindows' 'backpowerwindows'
 'tintedglass' 'cassetteradio' 'bluetooth' 'cdplayer' 'multifunction'
 'aux' 'usb' 'driverairbag' 'anti-theftsystem' 'eps' 'passengerairbag'
 'frontsensors' 'abs' 'ebd' 'sensors' 'rearspoiler' 'foglight'
 'alloywheels' 'alarm' 'centrallock']",28,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
4685,"['powersteering' 'keyless' 'airconditioning' 'frontpowerwindows'
 'backpowerwindows' 'cdplayer' 'abs' 'alarm']",8,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4686,"['airconditioning' 'powersteering' 'electricmirrors' 'keyless'
 'closingmirrors' 'leatherseats' 'sunroof' 'fabricbrushes'
 'backpowerwindows' 'tintedglass' 'frontpowerwindows' 'dvdplayer'
 'cdplayer' 'aux' 'usb' 'bluetooth' 'cassetteradio' 'cdchanger' 'sensors'
 'driverairbag' 'passengerairbag' 'frontsensors' 'sideairbag' 'ebd' 'abs'
 'eps' 'centrallock' 'rearcamera' 'gps' 'cruisecontrol' 'alarm'
 'powerseats' 'alloywheels' 'foglight']",34,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1
4687,"['electricmirrors' 'airconditioning' 'keyless' 'frontpowerwindows'
 'backpowerwindows' 'tintedglass' 'aux' 'multifunction' 'cassetteradio'
 'passengerairbag' 'abs' 'driverairbag' 'alloywheels' 'centrallock'
 'alarm']",15,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4688,"['powersteering' 'keyless' 'electricmirrors' 'fabricbrushes'
 'airconditioning' 'frontpowerwindows' 'backpowerwindows' 'aux' 'ebd'
 'driverairbag' 'passengerairbag' 'anti-theftsystem' 'abs' 'alarm'
 'centrallock' 'foglight']",16,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4689,"['airconditioning' 'powersteering' 'keyless' 'electricmirrors'
 'closingmirrors' 'leatherseats' 'frontpowerwindows' 'backpowerwindows'
 'tintedglass' 'multifunction' 'aux' 'usb' 'cassetteradio' 'bluetooth'
 'cdplayer' 'frontsensors' 'ebd' 'sensors' 'driverairbag'
 'passengerairbag' 'anti-theftsystem' 'eps' 'sideairbag' 'abs' 'alarm'
 'centrallock' 'rearspoiler' 'alloywheels' 'foglight']",29,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
4690,"['powersteering' 'electricmirrors' 'airconditioning' 'closingmirrors'
 'keyless' 'fabricbrushes' 'frontpowerwindows' 'backpowerwindows' 'aux'
 'usb' 'cassetteradio' 'bluetooth' 'cdchanger' 'multifunction'
 'passengerairbag' 'sensors' 'abs' 'eps' 'driverairbag' 'foglight' 'alarm'
 'cruisecontrol' 'alloywheels' 'centrallock' 'rearspoiler']",25,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
4691,"['powersteering' 'airconditioning' 'electricmirrors' 'keyless'
 'leatherseats' 'intelligentparkingsystem' 'frontpowerwindows'
 'backpowerwindows' 'tintedglass' 'aux' 'multifunction' 'usb'
 'cassetteradio' 'cdplayer' 'anti-theftsystem' 'abs' 'ebd' 'driverairbag'
 'passengerairbag' 'alloywheels' 'alarm' 'centrallock' 'foglight'
 'rearspoiler']",24,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
4692,"['airconditioning' 'electricmirrors' 'intelligentparkingsystem' 'keyless'
 'closingmirrors' 'leatherseats' 'powersteering' 'tintedglass'
 'frontpowerwindows' 'backpowerwindows' 'aux' 'usb' 'cdplayer' 'bluetooth'
 'multifunction' 'driverairbag' 'anti-theftsystem' 'passengerairbag' 'ebd'
 'sensors' 'abs' 'rearspoiler' 'alarm' 'rearcamera' 'foglight'
 'alloywheels' 'startengine' 'centrallock']",28,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1
4693,"['airconditioning' 'powersteering' 'keyless' 'electricmirrors'
 'fabricbrushes' 'backpowerwindows' 'frontpowerwindows' 'cdplayer' 'aux'
 'driverairbag' 'passengerairbag' 'abs' 'alarm' 'centrallock'
 'alloywheels' 'foglight']",16,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4694,"['powersteering' 'leatherseats' 'airconditioning' 'frontpowerwindows'
 'backpowerwindows' 'aux' 'usb' 'cassetteradio' 'ebd' 'abs']",10,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4697,"['closingmirrors' 'sunroof' 'airconditioning' 'leatherseats' 'keyless'
 'powersteering' 'electricmirrors' 'backpowerwindows' 'frontpowerwindows'
 'dvdplayer' 'aux' 'usb' 'bluetooth' 'driverairbag' 'ebd'
 'passengerairbag' 'anti-theftsystem' 'abs' 'rearcamera' 'cruisecontrol'
 'alarm' 'centrallock' 'rearspoiler' 'alloywheels']",24,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
4699,"['leatherseats' 'powersteering' 'airconditioning' 'backpowerwindows'
 'frontpowerwindows' 'cassetteradio' 'usb' 'centrallock']",8,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4701,"['abs' 'airconditioning' 'airbags' 'alarm' 'am/fmradio' 'aux' 'bluetooth'
 'ebd' 'foglights' 'keyless' 'leatherseats' 'navigationsystem'
 'off-roadtyres' 'sensors' 'powerlocks' 'powermirrors' 'powersteering'
 'powerwindows' 'premiumwheels/rims' 'rearviewcamera' 'touchscreen' 'usb']",22,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
4702,"['abs' 'airconditioning' 'alarm' 'am/fmradio' 'aux' 'bluetooth' 'ebd'
 'foglights' 'leatherseats' 'sensors' 'powerlocks' 'powermirrors'
 'powerseats' 'powersteering' 'powerwindows' 'premiumwheels/rims' 'usb']",17,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4703,"['abs' 'airconditioning' 'airbags' 'alarm' 'am/fmradio' 'aux' 'bluetooth'
 'cruisecontrol' 'ebd' 'foglights' 'keyless' 'navigationsystem'
 'off-roadtyres' 'sensors' 'powerlocks' 'powermirrors' 'powersteering'
 'powerwindows' 'premiumwheels/rims' 'rearviewcamera' 'roofrack'
 'touchscreen' 'usb']",23,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
4704,"['abs' 'airconditioning' 'airbags' 'alarm' 'am/fmradio' 'aux' 'foglights'
 'leatherseats' 'powerlocks' 'powermirrors' 'powerwindows']",11,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4706,['airconditioning' 'airbags' 'am/fmradio' 'aux'],4,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4707,"['airconditioning' 'am/fmradio' 'aux' 'foglights' 'powerlocks'
 'powermirrors' 'powerwindows' 'usb']",8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4708,"['abs' 'airconditioning' 'airbags' 'am/fmradio' 'aux' 'bluetooth'
 'foglights' 'powerlocks' 'powermirrors' 'powersteering' 'powerwindows'
 'usb']",12,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4709,"['abs' 'airconditioning' 'airbags' 'am/fmradio' 'aux' 'cruisecontrol'
 'foglights' 'keyless' 'off-roadtyres' 'powerlocks' 'powermirrors'
 'powersteering' 'powerwindows' 'usb']",14,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4710,"['airconditioning' 'aux' 'foglights' 'leatherseats' 'powerlocks'
 'powerwindows' 'usb']",7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4711,"['abs' 'airconditioning' 'airbags' 'alarm' 'am/fmradio' 'aux' 'bluetooth'
 'foglights' 'keyless' 'sensors' 'powerlocks' 'powermirrors' 'powerseats'
 'powerwindows' 'premiumwheels/rims' 'usb']",16,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4712,"['abs' 'airconditioning' 'airbags' 'alarm' 'am/fmradio' 'aux' 'bluetooth'
 'cruisecontrol' 'ebd' 'foglights' 'keyless' 'leatherseats'
 'navigationsystem' 'off-roadtyres' 'sensors' 'powerlocks' 'powermirrors'
 'powerseats' 'powersteering' 'powerwindows' 'premiumwheels/rims'
 'rearviewcamera' 'roofrack' 'sunroof' 'touchscreen' 'usb']",26,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1
4714,"['abs' 'airconditioning' 'airbags' 'aux' 'bluetooth' 'cruisecontrol' 'ebd'
 'sensors' 'powerlocks' 'powermirrors' 'powerwindows' 'premiumwheels/rims'
 'usb']",13,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4715,"['abs' 'airconditioning' 'airbags' 'alarm' 'am/fmradio' 'aux' 'bluetooth'
 'cruisecontrol' 'ebd' 'foglights' 'keyless' 'leatherseats'
 'navigationsystem' 'off-roadtyres' 'sensors' 'powerlocks' 'powermirrors'
 'powerseats' 'powersteering' 'powerwindows' 'premiumwheels/rims'
 'rearviewcamera' 'roofrack' 'sunroof' 'touchscreen' 'usb']",26,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1
4716,"['abs' 'airconditioning' 'airbags' 'alarm' 'am/fmradio' 'aux' 'bluetooth'
 'cruisecontrol' 'ebd' 'foglights' 'keyless' 'leatherseats'
 'navigationsystem' 'off-roadtyres' 'sensors' 'powerlocks' 'powermirrors'
 'powerseats' 'powersteering' 'powerwindows' 'premiumwheels/rims'
 'rearviewcamera' 'roofrack' 'sunroof' 'touchscreen' 'usb']",26,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1
4717,"['airconditioning' 'foglights' 'powerlocks' 'powermirrors' 'powersteering'
 'powerwindows']",6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4720,"['keyless' 'aux' 'abs' 'bluetooth' 'usb' 'analogeaircondition'
 'powermirrors' 'electronicwindow' 'airbags']",9,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4721,"['keyless' 'aux' 'abs' 'bluetooth' 'usb' 'analogeaircondition'
 'powermirrors' 'electronicwindow' 'airbags']",9,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4722,"['keyless' 'aux' 'abs' 'bluetooth' 'usb' 'analogeaircondition' 'sensors'
 'powermirrors' 'electronicwindow' 'airbags']",10,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4724,"['aux' 'abs' 'analogeaircondition' 'powermirrors' 'electronicwindow'
 'airbags']",6,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4725,['analogeaircondition' 'airbags'],2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4726,"['keyless' 'aux' 'abs' 'bluetooth' 'usb' 'analogeaircondition' 'sensors'
 'powermirrors' 'electronicwindow' 'airbags']",10,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4727,"['aux' 'abs' 'analogeaircondition' 'powermirrors' 'electronicwindow'
 'airbags']",6,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
